term_id,query,candidate_count,positive_count,relevant_item_ids,evaluation_eligibility
TERM_c9534e29,adidas t-shirt,154,39,"['ITEM_0d923ad57d83', 'ITEM_0ea5bd6efac9', 'ITEM_14c983e61c34', 'ITEM_162387ccf521', 'ITEM_27483109dcf2', 'ITEM_29dd334db0b6', 'ITEM_2ec72c68f8f3', 'ITEM_2f5d24d5fa10', 'ITEM_31693d56e0f0', 'ITEM_383fe75f581a', 'ITEM_39b7c5cb686c', 'ITEM_42a7f7944381', 'ITEM_46f52c6f605a', 'ITEM_4ff3156ae164', 'ITEM_6eb425c34e15', 'ITEM_7fd57bb0570f', 'ITEM_81c94c39f9ba', 'ITEM_82ce0c0bef96', 'ITEM_84f506036b4c', 'ITEM_86d670428ee3', 'ITEM_8bb0d41b5cac', 'ITEM_94fa1aebba39', 'ITEM_9a89d027bb78', 'ITEM_a8a39abdd8f1', 'ITEM_af53308acacd', 'ITEM_b3c9a036d252', 'ITEM_b99d3c479890', 'ITEM_bdf1c5b3ee45', 'ITEM_bea55b466931', 'ITEM_beea6427d755', 'ITEM_c6a78fc8963e', 'ITEM_cf56c50bceae', 'ITEM_d1cb23aa734c', 'ITEM_d31b286c3ee9', 'ITEM_d48f7f11b0d4', 'ITEM_dcd96cba1e01', 'ITEM_de4599d22dec', 'ITEM_ece159549fed', 'ITEM_f429d46e6a6f']",True
TERM_c9f5eca6,renkli kupa,3,1,['ITEM_ffdd3fbe9be3'],True
TERM_ca02aafd,the purest güneş kremi,20,5,"['ITEM_1a1a0d940761', 'ITEM_384ee9ae3586', 'ITEM_5144d5d0b605', 'ITEM_a1db729d3e3e', 'ITEM_bf2b7664304b']",True
TERM_ca560c2f,matematik problemler,7,2,"['ITEM_68d10d951fd4', 'ITEM_999e9271cde5']",True
TERM_ca59462d,led aplik,15,4,"['ITEM_097556174613', 'ITEM_41cbaf4911c5', 'ITEM_50ef23804746', 'ITEM_c6faa98ad08f']",True
TERM_ca7c3ce0,mango şal,3,1,['ITEM_be6fc6589640'],True
TERM_ca95742e,korkmaz granit tencere seti,25,6,"['ITEM_66df9d4ae752', 'ITEM_91db5e97ac61', 'ITEM_b6792e6d92de', 'ITEM_c1d88a4bc4a4', 'ITEM_c223ee77cf49', 'ITEM_fe3741b7cdee']",True
TERM_cab730f8,salata,20,5,"['ITEM_077a6961227f', 'ITEM_558c022a6848', 'ITEM_636a149e35d9', 'ITEM_ae095e41a522', 'ITEM_c6d6c0f17d0b']",True
TERM_caffb271,erkek kol saati orjinal,38,8,"['ITEM_21a2204e99e0', 'ITEM_2466b56ef1b8', 'ITEM_272cdb5109d9', 'ITEM_451cf6134b52', 'ITEM_50fc863af6fc', 'ITEM_83fd8d2cb219', 'ITEM_bb38b7365c8d', 'ITEM_ef82d36ea72c']",True
TERM_cb2ee41f,14 ayar altın kolye,106,23,"['ITEM_033202117971', 'ITEM_0a0ac7003df5', 'ITEM_0fed4ad9b928', 'ITEM_1c2f0241456f', 'ITEM_1fe4281e945c', 'ITEM_231e0deb45ee', 'ITEM_3a99df5bc0aa', 'ITEM_3d929e681f5d', 'ITEM_5034dcd03555', 'ITEM_533cc848b79c', 'ITEM_5ab21f184a82', 'ITEM_5c0bf72f9bee', 'ITEM_7111e48dba29', 'ITEM_7f477ce1b695', 'ITEM_81335a37fd1f', 'ITEM_912bd65edea7', 'ITEM_93bc96a516f9', 'ITEM_9405af2eb1ab', 'ITEM_b5cd4e5ad517', 'ITEM_b89b0d697c99', 'ITEM_c403a2e8789d', 'ITEM_eb2442f5010c', 'ITEM_ed5001137688']",True
TERM_cb75e5bc,oyuncak müzesi,9,2,"['ITEM_e378515d889c', 'ITEM_e90a5072f28d']",True
TERM_cb896938,nokia,11,3,"['ITEM_30174eb0bb06', 'ITEM_b81fcacf4081', 'ITEM_d860ef8a52e9']",True
TERM_cbabdee1,yağ bazlı temizleyici,35,9,"['ITEM_173c56022c2b', 'ITEM_224c47bf4ed9', 'ITEM_888736efe8d7', 'ITEM_ae36b4ea1532', 'ITEM_b1f30a27c8c9', 'ITEM_dce8be421b04', 'ITEM_e3f5017df39f', 'ITEM_f9af7b970ad2', 'ITEM_fa8f9ce2518f']",True
TERM_cbe25468,t5 ampul,4,1,['ITEM_8e3299090a25'],True
TERM_cbe3b69a,topuklu stiletto,96,22,"['ITEM_05bdb7fa0284', 'ITEM_0c07f1a2f326', 'ITEM_14c97e8919e5', 'ITEM_16cf82e2cda8', 'ITEM_1a8c3c445cb9', 'ITEM_1b226c093799', 'ITEM_238cb0c1b59d', 'ITEM_2de1cd6ffee2', 'ITEM_2f7cc4472f90', 'ITEM_5ff3d5452b49', 'ITEM_7942fad729cc', 'ITEM_83bd171f34c6', 'ITEM_84452ca97829', 'ITEM_978eca9e74bf', 'ITEM_988fbf1a155a', 'ITEM_98cae8b05c4a', 'ITEM_9ba56d2183a4', 'ITEM_a9e2eb64b6e7', 'ITEM_abf621c20d97', 'ITEM_b932891c152e', 'ITEM_c44fbc2179c8', 'ITEM_efdee956eb4c']",True
TERM_ccd2935e,mahmood,6,2,"['ITEM_ac18cbe34293', 'ITEM_d0185e50b202']",True
TERM_cce7e05d,koltuklar,27,6,"['ITEM_3cc3b9a9d52d', 'ITEM_6cb4ca6186d5', 'ITEM_941dc3de1f85', 'ITEM_97371f4b6066', 'ITEM_c9e39435504c', 'ITEM_f487d587824b']",True
TERM_ccef618a,çatal takımı,4,1,['ITEM_5474f99ef196'],True
TERM_cd1c68d5,erkek uzun kollu,53,14,"['ITEM_05452602336c', 'ITEM_096237569ce8', 'ITEM_0dfd29b5acd9', 'ITEM_1a098b4449c4', 'ITEM_20d1870c46a9', 'ITEM_44e1f193142c', 'ITEM_4d355e3c79ab', 'ITEM_554d0ef8505d', 'ITEM_5a25ff14e6b6', 'ITEM_714ede41b464', 'ITEM_7d54b0232e28', 'ITEM_a8ee4abfe066', 'ITEM_d23d8638d1af', 'ITEM_f1964e591093']",True
TERM_cd79dd35,batarya,124,28,"['ITEM_137f0f210a57', 'ITEM_1942d9bbff37', 'ITEM_2ca00ee530d2', 'ITEM_326d299d8c8d', 'ITEM_3843dfd776b7', 'ITEM_3f11b36d08eb', 'ITEM_58073ab7fdc7', 'ITEM_5869c2147972', 'ITEM_6e137599d8c5', 'ITEM_7239bbf46084', 'ITEM_7796fc2261e8', 'ITEM_8aafde5ba78b', 'ITEM_8b4187f7a56d', 'ITEM_8b6b653a1e4a', 'ITEM_92ff8f6dc4b5', 'ITEM_9bcc1cd3eac1', 'ITEM_a205b8137bd8', 'ITEM_a49667f99045', 'ITEM_a8347506bb8f', 'ITEM_af942a6c12c9', 'ITEM_bf7b2c1319ea', 'ITEM_cf5efade7e5f', 'ITEM_d294aa2fa3b4', 'ITEM_d905623a9e11', 'ITEM_da03772ee9ad', 'ITEM_eaedaca1b1a4', 'ITEM_f819a67a8cd5', 'ITEM_f850035f05aa']",True
TERM_cd83e6f2,nivea güneş kremi,43,12,"['ITEM_06bb8a8af873', 'ITEM_233b0bef2b58', 'ITEM_33651760740e', 'ITEM_34c64e2c16cc', 'ITEM_4404c413f35a', 'ITEM_651e15870f70', 'ITEM_6e9d583d5071', 'ITEM_a715d31f332d', 'ITEM_af69a62761d8', 'ITEM_bf27956d5595', 'ITEM_c540fda4c48b', 'ITEM_e0c75d9a58e3']",True
TERM_cda445d0,spor istasyonu,18,4,"['ITEM_665ed4d2255a', 'ITEM_b62853535d0e', 'ITEM_b65fa66cadf1', 'ITEM_f2a2718ae028']",True
TERM_cdbd3ef4,çorba karıştırıcı,18,4,"['ITEM_487597635c75', 'ITEM_7621e69c403a', 'ITEM_8df3b7eb2698', 'ITEM_ee9856cc3227']",True
TERM_ce043964,kısa topuk stiletto,32,8,"['ITEM_0df549186a03', 'ITEM_41bf6a0520a3', 'ITEM_8b49b8f57657', 'ITEM_a73578f41708', 'ITEM_aa3282e9effb', 'ITEM_bcfa2286a281', 'ITEM_c4912632c100', 'ITEM_c65d6e9b35b3']",True
TERM_ce582ca5,shiseido yüz kremi,26,6,"['ITEM_0b23880ba087', 'ITEM_1a85e32362a2', 'ITEM_674491c2bad3', 'ITEM_73c5f733e56e', 'ITEM_87aac1b889f8', 'ITEM_eb51f2f0846c']",True
TERM_cea2aeae,erkek el çantası,341,82,"['ITEM_01e5a7b710d1', 'ITEM_031bd5913d3c', 'ITEM_04de876835e9', 'ITEM_068ef5a4a1b8', 'ITEM_082191ba71b5', 'ITEM_08e5b7f4e743', 'ITEM_0a72ba976bd1', 'ITEM_0b29f038317c', 'ITEM_1bac61f969b5', 'ITEM_23fe5bdb5e29', 'ITEM_243b4ec3f634', 'ITEM_257b7f4cb5f8', 'ITEM_29c98a07fbbe', 'ITEM_2be88cc7b9c8', 'ITEM_2d0efad888fc', 'ITEM_2f2f3ba00a73', 'ITEM_2f842b5732a4', 'ITEM_317a2dbdf98b', 'ITEM_3279e4a0efb1', 'ITEM_3346744e01ca', 'ITEM_34ba0ab03b87', 'ITEM_37ac5833b4cd', 'ITEM_3f12177ae53f', 'ITEM_486566a5abfd', 'ITEM_4c2b4c44fb38', 'ITEM_4d54c7483d7b', 'ITEM_4f7aa8788cb4', 'ITEM_5453f999a399', 'ITEM_55ffbf5ab3aa', 'ITEM_5922a678558a', 'ITEM_5a98ceeea44e', 'ITEM_5f7e4c84066a', 'ITEM_68e2216ecd02', 'ITEM_6b16c5ef09e8', 'ITEM_726b7cf2a000', 'ITEM_779a000b5cfe', 'ITEM_7b1e488ee05d', 'ITEM_7e6d7639a524', 'ITEM_7edb531be991', 'ITEM_7ff4bdb0d855', 'ITEM_819d1e067c2d', 'ITEM_837d2cc4b8bd', 'ITEM_84310db0e09a', 'ITEM_89bba5d3af8d', 'ITEM_8b3f61df3457', 'ITEM_8d748024ec62', 'ITEM_96a25bc1af42', 'ITEM_989fea375f93', 'ITEM_98bba49d55c5', 'ITEM_99ab4e5e69d8', 'ITEM_9a1d5fcf2005', 'ITEM_9ad5d26dc631', 'ITEM_9bff8478ebfc', 'ITEM_9c23e0137dd7', 'ITEM_9ed29ca92fe6', 'ITEM_a24f903fd631', 'ITEM_a8d9c2bf5058', 'ITEM_a9580f672d61', 'ITEM_a9bedc4e68f5', 'ITEM_ac3746e4c102', 'ITEM_acc3fc81c792', 'ITEM_b15430b7a80a', 'ITEM_b2a37c634075', 'ITEM_b5f672a9d2ea', 'ITEM_b691dcc1628a', 'ITEM_bc52e5f4a7b9', 'ITEM_c0f1a9df7ddd', 'ITEM_cd01b6550ad3', 'ITEM_d4349240c35f', 'ITEM_d9744f85ffe3', 'ITEM_da9936ec9a49', 'ITEM_db65b4f3a6fd', 'ITEM_df1309baa028', 'ITEM_dfa0983283a8', 'ITEM_e013abcec5cd', 'ITEM_ed166c816cb4', 'ITEM_ee32d73cbe61', 'ITEM_f2cdc48dc6c7', 'ITEM_f6c2941e85cf', 'ITEM_fcdbc27ab493', 'ITEM_fe27825e793c', 'ITEM_ff9a580102a4']",True
TERM_cf3d666a,xiaomi redmi 13,4,1,['ITEM_8870c9da664a'],True
TERM_cfa81de2,banyo gider koku önleyici,21,5,"['ITEM_01309f8b0a51', 'ITEM_258f4d423912', 'ITEM_2cff2613f977', 'ITEM_5e1893495b7c', 'ITEM_bb9ad8a3dc0f']",True
TERM_cfc1c3ea,kanepe,474,105,"['ITEM_057be601b53f', 'ITEM_0a928e4ae5b1', 'ITEM_0e3283b59713', 'ITEM_0fd3ecef0285', 'ITEM_131eda89fe86', 'ITEM_1363a083f8d4', 'ITEM_1446082c99e1', 'ITEM_1d1a98239acb', 'ITEM_1f44c5ac083a', 'ITEM_2125e86cd78a', 'ITEM_21957c849af8', 'ITEM_25da9b75e81c', 'ITEM_25e5d40f4b23', 'ITEM_2640b415cfcf', 'ITEM_26dfb9af1c90', 'ITEM_2c8b346d14a7', 'ITEM_2ed8a4e99650', 'ITEM_2f238788ae47', 'ITEM_2f47989c1add', 'ITEM_30cc3de51fd1', 'ITEM_3134e4c2d317', 'ITEM_361f929a4ff0', 'ITEM_39349836bdab', 'ITEM_39453a731efd', 'ITEM_3b4ef16b7b90', 'ITEM_3bff30144f23', 'ITEM_3c8115c3bb6d', 'ITEM_3e69374037b9', 'ITEM_420a507bf4c1', 'ITEM_446b514fb3df', 'ITEM_4e4284fd087e', 'ITEM_4f5425203295', 'ITEM_50c16cc8aa8e', 'ITEM_518ca680a71e', 'ITEM_52a895d73a1f', 'ITEM_5421dcd91487', 'ITEM_5527cc35bb64', 'ITEM_55a0001feb56', 'ITEM_568cb28644c9', 'ITEM_574a4f1b26f9', 'ITEM_588f7a72e8aa', 'ITEM_5c527e61c740', 'ITEM_5c8d63754fcd', 'ITEM_64cc9d0f0d33', 'ITEM_6503affd2686', 'ITEM_664ac8fda474', 'ITEM_665449d016cc', 'ITEM_6a32932d1b11', 'ITEM_73080387d9a5', 'ITEM_754a53a2adcd', 'ITEM_75683bf6d450', 'ITEM_77684e83c432', 'ITEM_7796e1f0dfcb', 'ITEM_79697696886a', 'ITEM_7dbbaf90de8d', 'ITEM_7e66c60d69c2', 'ITEM_7efaaa3ed681', 'ITEM_7f78c55b4680', 'ITEM_816b572a59c2', 'ITEM_822ea02f0abd', 'ITEM_86d49de519b5', 'ITEM_87b2fdd53d0a', 'ITEM_88df0959b501', 'ITEM_8f275893f253', 'ITEM_9b309fff477a', 'ITEM_9bd7325812d8', 'ITEM_9dbaf1ed341c', 'ITEM_a35a4afbbbfc', 'ITEM_a76cbd6d7122', 'ITEM_a826486a0020', 'ITEM_a8ae365f812c', 'ITEM_a93b501da95c', 'ITEM_aee3cdcf9c37', 'ITEM_b0f6c615b312', 'ITEM_b11d219080da', 'ITEM_b1c2e68525ad', 'ITEM_b203790de103', 'ITEM_b2b08ca1baf2', 'ITEM_bb56888d06e5', 'ITEM_bbbcb58d1075', 'ITEM_bccc9a234b27', 'ITEM_bcddf8209161', 'ITEM_be8868a933fd', 'ITEM_bfd2c7c10899', 'ITEM_c275186f0ea0', 'ITEM_c33f4523bf5b', 'ITEM_c964d1786fe8', 'ITEM_c9905e82c4b7', 'ITEM_ce3de74e208a', 'ITEM_cf33078fbfe9', 'ITEM_cf847b10e841', 'ITEM_d366bfebab69', 'ITEM_d5be32bc2517', 'ITEM_d6219d1ff5ab', 'ITEM_d6c43ebb9f3b', 'ITEM_dca42a826293', 'ITEM_deda2fd379d3', 'ITEM_e3d6b98fc65d', 'ITEM_e3e45c1f7c8a', 'ITEM_e5e153bd8c69', 'ITEM_e88d185593b1', 'ITEM_f41abd04ff7a', 'ITEM_f76ad92f4740', 'ITEM_fb0aff1ac070', 'ITEM_fc1b192e2144']",True
TERM_d00c92b0,lambeder,12,2,"['ITEM_7760451f53dd', 'ITEM_d23b7dfbfdd0']",True
TERM_d018d2da,tudors erkek sweatshirt,70,18,"['ITEM_144e8494c66c', 'ITEM_160f99d78184', 'ITEM_25ef56f79ab6', 'ITEM_2cb675b88075', 'ITEM_3115900488c8', 'ITEM_364cab330a36', 'ITEM_3c9b6b4e4640', 'ITEM_4b67cb51b2cc', 'ITEM_6c18def1cfae', 'ITEM_7be0ca69d6b7', 'ITEM_8b6785642715', 'ITEM_931193856f3c', 'ITEM_988a8cba34da', 'ITEM_a918af9957a9', 'ITEM_c12baf704806', 'ITEM_dd08696e6e35', 'ITEM_fd84e222aae2', 'ITEM_ff0a54bbaca8']",True
TERM_d04acad7,leopar mont,45,12,"['ITEM_3d06b61733be', 'ITEM_42cf8b45c73f', 'ITEM_52785fc270c5', 'ITEM_5e7efd4d6820', 'ITEM_67d4d69bbd9a', 'ITEM_99b6ae04304c', 'ITEM_9d73a753ce88', 'ITEM_9dfc9aa60c00', 'ITEM_bcd51bd8ea92', 'ITEM_bf22a190caf2', 'ITEM_f2cadad92404', 'ITEM_fb94d11e0ea1']",True
TERM_d0a49636,vites,23,5,"['ITEM_03dbd10f427d', 'ITEM_0be2a0d39a9d', 'ITEM_45666ead94ea', 'ITEM_9d45598bd595', 'ITEM_f86d1866135f']",True
TERM_d0c5baf9,bioxcin yağlı saçlar için şampuan,21,4,"['ITEM_12fccec9fb4f', 'ITEM_3c495bd01b56', 'ITEM_3c84fb523e0e', 'ITEM_b5408d499b87']",True
TERM_d1a17006,homing abajur,117,28,"['ITEM_0fca56cd652b', 'ITEM_1957bcd2cc39', 'ITEM_1dfbe5d94a58', 'ITEM_1f58150b7587', 'ITEM_2011c7c10fe2', 'ITEM_2fa06cd62bdd', 'ITEM_39e214698a7a', 'ITEM_66c656020597', 'ITEM_6a3c1b7b9f2f', 'ITEM_6aa1101b8163', 'ITEM_766d63a1e56d', 'ITEM_776eaf8751f3', 'ITEM_7de5bb3124fa', 'ITEM_906146eaa5e3', 'ITEM_979db82b0b60', 'ITEM_b182d0a568c0', 'ITEM_b6b8695e801b', 'ITEM_bbfd57c452c7', 'ITEM_c1a201da6169', 'ITEM_ca0d26d232b8', 'ITEM_d16051255834', 'ITEM_d175519d70b4', 'ITEM_d79d0845cd80', 'ITEM_db1305f19b14', 'ITEM_e223ade30d1c', 'ITEM_e2e376da45c9', 'ITEM_fc8787ca7347', 'ITEM_fca03a6040b1']",True
TERM_d20e9841,montesori yatak,6,1,['ITEM_13d8f559c987'],True
TERM_d270c4ba,rot kolu,4,1,['ITEM_447569ae314b'],True
TERM_d2905b73,calvin klein euphoria,6,2,"['ITEM_0c2c33f09034', 'ITEM_10813079dea7']",True
TERM_d29ce00c,harley davidson kadın bot,107,23,"['ITEM_12cb970e7333', 'ITEM_1798455ec1de', 'ITEM_1db83f0ad2b8', 'ITEM_291b9a81e397', 'ITEM_69ea74c3ba97', 'ITEM_6b934581086f', 'ITEM_784f986344f9', 'ITEM_82140f41e9eb', 'ITEM_8e5f67523e41', 'ITEM_94c90558bea7', 'ITEM_99c620115d24', 'ITEM_9d291c5f0f24', 'ITEM_a192217f3e5f', 'ITEM_b8199c5f34be', 'ITEM_b81a14e57924', 'ITEM_be8723065350', 'ITEM_c020497b7078', 'ITEM_c25fd998b2df', 'ITEM_c8eeea986e9e', 'ITEM_ca6b712f56b7', 'ITEM_d0350cf8b8a3', 'ITEM_e9a0d576b7f5', 'ITEM_f7faf5ee7a7c']",True
TERM_d2e3dd03,banyo wc havalandırma menfezi,71,19,"['ITEM_09c29e36bab6', 'ITEM_23cf1543141c', 'ITEM_262feea3fbfe', 'ITEM_289e25978149', 'ITEM_2d7e30e7e1ef', 'ITEM_339fecd4f400', 'ITEM_3c7459c787db', 'ITEM_3d1b7c489550', 'ITEM_432d068df6fc', 'ITEM_4d9d5ff22139', 'ITEM_537f8858ee9f', 'ITEM_56ddabd56cc9', 'ITEM_6655885ca53e', 'ITEM_80b7202dc942', 'ITEM_8c37bf5a65b0', 'ITEM_a312457cbf76', 'ITEM_af9ed50f6926', 'ITEM_b34d17c4e027', 'ITEM_f3f36f465a0b']",True
TERM_d2e58099,micellar su,61,15,"['ITEM_15623a4cff22', 'ITEM_5557a482ec65', 'ITEM_584d6eeb4405', 'ITEM_5d22a3390b28', 'ITEM_5e2bbac8da60', 'ITEM_6cc98ca29aa2', 'ITEM_70f9721964a7', 'ITEM_7493346ddc38', 'ITEM_8d45c0426122', 'ITEM_9a3fc2cd1fb4', 'ITEM_b10e650b62fd', 'ITEM_b96e0fa50823', 'ITEM_c35a508b8a88', 'ITEM_d4c9d043228f', 'ITEM_f4a29f7bb81e']",True
TERM_d2efe4fe,iştah açıcı,9,2,"['ITEM_eb761dfbb67a', 'ITEM_fb303e192bc9']",True
TERM_d32961ee,ççs omuz çantası,153,34,"['ITEM_041d015a2640', 'ITEM_0d756b828de4', 'ITEM_118525929015', 'ITEM_11d7a31663cd', 'ITEM_178fc71032ed', 'ITEM_198cac6bb52c', 'ITEM_19b4cb12c27a', 'ITEM_22f870bbfae7', 'ITEM_275317a044e9', 'ITEM_3ab393422a07', 'ITEM_5ed2c45a048d', 'ITEM_672721eb0cba', 'ITEM_788dd4e4feff', 'ITEM_87ab78badb19', 'ITEM_8e496a20ef3d', 'ITEM_9f2732be84ce', 'ITEM_a4cf8679cb5c', 'ITEM_ac37a04538ee', 'ITEM_adf5b6df4ef9', 'ITEM_afb17d6d3b8d', 'ITEM_be5c846db50d', 'ITEM_c7831717ab52', 'ITEM_cf20df46b160', 'ITEM_dae38ab67691', 'ITEM_e061c16ea072', 'ITEM_e0c07d9edbfa', 'ITEM_e14ae19f85af', 'ITEM_e579f9276e60', 'ITEM_eaef515bec65', 'ITEM_eb78bd33183c', 'ITEM_f0acdb32cbd8', 'ITEM_f2f4a0a837e6', 'ITEM_f9da3a3f5777', 'ITEM_fdd2f301c9ab']",True
TERM_d3485efd,kulp,364,86,"['ITEM_006ad852da77', 'ITEM_0163d6d70bac', 'ITEM_019935fa1319', 'ITEM_04858e693990', 'ITEM_065dc39c7cb2', 'ITEM_081fc6836f8b', 'ITEM_0a1a7faaba85', 'ITEM_133f3e23e017', 'ITEM_1c363298ab75', 'ITEM_1c807d8367ba', 'ITEM_1e891c302d34', 'ITEM_1e9e2d457b92', 'ITEM_1ff00e87966c', 'ITEM_219544532141', 'ITEM_2640592cf4ea', 'ITEM_2b722dbad38b', 'ITEM_2da513531c20', 'ITEM_3633acd3f8f3', 'ITEM_384926ce5458', 'ITEM_38ff424497c4', 'ITEM_3b08d8ec5e1c', 'ITEM_3ee3fe06b62d', 'ITEM_44cce19fb600', 'ITEM_460d087835a2', 'ITEM_4c1eb8d92bb1', 'ITEM_508cb87d2ea0', 'ITEM_530719874ee2', 'ITEM_535001915370', 'ITEM_58f34f3364a3', 'ITEM_59110a29643e', 'ITEM_5afafec314fa', 'ITEM_5b43eeb50d94', 'ITEM_5caca04aaf74', 'ITEM_5d1db8e99ce7', 'ITEM_5d25f57090e2', 'ITEM_5d700bf1a54f', 'ITEM_5eef8f1df3fb', 'ITEM_64d26cb8c66c', 'ITEM_6692d4fbaeac', 'ITEM_6962b58676de', 'ITEM_6a49487e0456', 'ITEM_6c5dcc7fb01f', 'ITEM_729afa7ce089', 'ITEM_767066d16274', 'ITEM_795b8d24c228', 'ITEM_7ceea6093537', 'ITEM_7e0ee229a120', 'ITEM_812e5c587e0f', 'ITEM_8239d8c8488d', 'ITEM_8a034b135f57', 'ITEM_8b060235018c', 'ITEM_8cbd0118f324', 'ITEM_8fde6af625bf', 'ITEM_91093b176628', 'ITEM_92f4f06e9384', 'ITEM_93eae1f197a2', 'ITEM_958ccdfeb47e', 'ITEM_9b31920b63b6', 'ITEM_9c31e08ef850', 'ITEM_9cfce07aefc3', 'ITEM_a12e3f3e7703', 'ITEM_a193e23485cf', 'ITEM_a590cd8b8e48', 'ITEM_a6172f321bb5', 'ITEM_ab69ab6529b5', 'ITEM_abe15b9a0269', 'ITEM_b15c1fcdedaf', 'ITEM_bca363dfab08', 'ITEM_be3940e9607c', 'ITEM_be4f54cc7b03', 'ITEM_bfb4b349278a', 'ITEM_c3224f576871', 'ITEM_c7d71f7438dd', 'ITEM_c9b59a903a07', 'ITEM_ce2e22bcf086', 'ITEM_d9471f58e4ed', 'ITEM_dd9aa507b72a', 'ITEM_de69f10aabab', 'ITEM_e5f66afb7b27', 'ITEM_e6bc483ae3a8', 'ITEM_e8b01f146adb', 'ITEM_ea69b1bc90f1', 'ITEM_f054e63e4ad6', 'ITEM_f46a004328a4', 'ITEM_faa307dd177f', 'ITEM_fe491765f4d1']",True
TERM_d37756bc,hot weels araba,11,3,"['ITEM_0a0ca47286c2', 'ITEM_c5d2c2846ca5', 'ITEM_eba8c21abe16']",True
TERM_d3e40738,doridorca abiye elbise,72,18,"['ITEM_2d9b380b28ee', 'ITEM_3c1e4dc630b6', 'ITEM_465184992367', 'ITEM_4ad2bbf3459b', 'ITEM_4bc47d52b0a3', 'ITEM_4d1b341ba990', 'ITEM_56a4b1ed980c', 'ITEM_6fd97bdd78a4', 'ITEM_74e55f2d5902', 'ITEM_8b6bb82be47f', 'ITEM_992057c11350', 'ITEM_9afa3de7637c', 'ITEM_a157357a9195', 'ITEM_cba055bb1573', 'ITEM_d4d8785082dc', 'ITEM_de7e30d32840', 'ITEM_eb90f9099209', 'ITEM_f229185a0555']",True
TERM_d3f84610,ejderha,36,9,"['ITEM_11fa05cb0e46', 'ITEM_5acf0a3342ad', 'ITEM_949d1b25dfd8', 'ITEM_950f264a1e58', 'ITEM_a1beeaadb973', 'ITEM_ae56febadbe2', 'ITEM_b2cff5e40ad7', 'ITEM_cb93be2a7e2f', 'ITEM_eb28e8166be8']",True
TERM_d466cddf,çiçek rafı,13,4,"['ITEM_5154f2eb7df5', 'ITEM_829cdb864459', 'ITEM_b4d7f6f34a51', 'ITEM_d44e164bd374']",True
TERM_d4f21736,akıllı bileklik,58,11,"['ITEM_0851aa3ce319', 'ITEM_49fe5ae0f474', 'ITEM_5092787f7232', 'ITEM_5b004d08afe2', 'ITEM_5bb5aa9ddb03', 'ITEM_5fa2a7f42993', 'ITEM_7fd76293e211', 'ITEM_8c7d51aa9f45', 'ITEM_b1155f584e3e', 'ITEM_b4f730ea8e38', 'ITEM_d8989d5322ac']",True
TERM_d4f4d3b4,bileklik nazar,39,9,"['ITEM_09e2b73687cd', 'ITEM_16e58576ba04', 'ITEM_17aa490aa7b7', 'ITEM_2079d74fdaa7', 'ITEM_74c25b025e77', 'ITEM_80d486f2559e', 'ITEM_8cdbf643ff6d', 'ITEM_aed9e35d47df', 'ITEM_bbc1cc069080']",True
TERM_d583b4a8,erkek gold saat,33,9,"['ITEM_21ae434372f3', 'ITEM_2eafc1198281', 'ITEM_2ec1c368bdaa', 'ITEM_41c33e5a86d6', 'ITEM_4b939b145272', 'ITEM_6063f2750056', 'ITEM_94c8b1f16106', 'ITEM_abe98b198e15', 'ITEM_fcd039d0f95a']",True
TERM_d5def239,tezgah üstü çöp kutusu,16,5,"['ITEM_015bc90e18a3', 'ITEM_b3699f32e4b8', 'ITEM_dc7cf46ecdb1', 'ITEM_e4fa0d0c91be', 'ITEM_f2db0da9bcf3']",True
TERM_d633b93e,store perde,62,13,"['ITEM_00176986f3ef', 'ITEM_0336910d9696', 'ITEM_0fd20f76f184', 'ITEM_4772bbbe384c', 'ITEM_4dfb4b1f2fb5', 'ITEM_7f7757213003', 'ITEM_81f7ef93da2f', 'ITEM_884f65d9acf4', 'ITEM_a5c2a707704e', 'ITEM_b51180f80df7', 'ITEM_da2dc9307dfb', 'ITEM_e7f1077657ff', 'ITEM_f2d3041755c4']",True
TERM_d6d67fcd,optelli,94,23,"['ITEM_0564e65366f0', 'ITEM_146e08c673b0', 'ITEM_17c3c5c77267', 'ITEM_20f66d7b86ac', 'ITEM_236acc5773e7', 'ITEM_408d8a5fc92f', 'ITEM_4bba6e3776de', 'ITEM_4c90c6cc74f1', 'ITEM_4c9670383876', 'ITEM_5db9df2de8fc', 'ITEM_69332651d9f0', 'ITEM_810f2b89fb87', 'ITEM_84067adebbd6', 'ITEM_b0802332d1d8', 'ITEM_b70817a5aa8c', 'ITEM_c0d68304d56b', 'ITEM_c21710f7119f', 'ITEM_c2f5fda2abd7', 'ITEM_c830c0e907c4', 'ITEM_db8afddc830e', 'ITEM_de70abca6a2c', 'ITEM_ead501df55d5', 'ITEM_f0c3fb6e70ee']",True
TERM_d6fe248a,yüz leke giderici,15,4,"['ITEM_5e5cf4497446', 'ITEM_669cf44142c2', 'ITEM_75f7e9c3609a', 'ITEM_df2027f80d90']",True
TERM_d72d6464,bebek bisküvisi,39,9,"['ITEM_492a560d663c', 'ITEM_5882c72e4a48', 'ITEM_b3a65a9b6079', 'ITEM_b7e0e9406938', 'ITEM_c10f760e5b4b', 'ITEM_cd788368e88e', 'ITEM_d67eba281c59', 'ITEM_d6dd97cf5026', 'ITEM_fb3d9acd52c3']",True
