item_id,title,category,brand,gender,age_group,attributes
ITEM_bc96e39df32e,"garmin zumo 396 lmt-s 4.3"" için ipg anti-glare parlama önleyici mat ekran koruyucu",otomobil & motosiklet/oto ses görüntü sistemleri/multimedya & görüntü sistemi,ipg,unknown,unknown,"araç marka ve model: universal, teyp özellikleri: bluetooth, ekran boyut (inç): diğer, garanti süresi: 2 yıl, menşei: us"
ITEM_75f3502d2cf5,sepet dekoratif düzenleyici hasır sepet 20x6 cm,ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/sepet,ege örgüm,unknown,unknown,"materyal: jüt, renk: bej, boyut/ebat: 7 x 10, parça sayısı: 1, yıkama talimatı: kuru temizleme, materyal bileşeni: 100% jüt, menşei: tr, color detail: bej"
ITEM_0cabee25cf38,whey 3matrix 30 gr 1 adet muz tek kullanımlık saşe protein tozu,süpermarket/sağlık/sporcu besini & supplementler/protein tozu/whey protein,hardline,unknown,unknown,"aroma: muz, servis: 1, gramaj: 30 gr, menşei: tr"
ITEM_ce410f742a8b,120x180 cm berjer tekli koltuk pamuklu sade düz buldan keten çekyat - koltuk örtüsü,ev & mobilya/ev/ev tekstili/salon tekstili/koltuk örtüsü,pamukidea,unknown,unknown,"materyal: pamuk, boyut/ebat: 180 x 120, renk: bej, desen: düz, yıkama talimatı: type 1, materyal bileşeni: 100% pamuklu, paket içeriği: 1'li, color detail: krem"
ITEM_8dfefbbb624e,keten fisto fırfırlı runner (45x130cm) leke tutmaz,ev & mobilya/ev/sofra & mutfak/sofra/runner & amerikan servisi,eyma home,unknown,unknown,"boyut/ebat: 45 x 130, şekil: dikdörtgen, renk: yeşil, materyal: keten, parça sayısı: 1, yıkama talimatı: type 1, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: yeşil"
ITEM_8da0c324709f,bormioli rocco quattro kapakli kupa gümüş,ev & mobilya/ev/sofra & mutfak/sofra/kupa,mudo home,unknown,unknown,"materyal: cam, renk: çok renkli, parça sayısı: 2, hacim: 475 ml, tema / stil: modern, menşei: it, bakım talimatları (gıda temas): bulaşık makinesinde yıkanabilir., gıda temas sembolü: evet, color detail: renksiz"
ITEM_07e118b3a106,karim benzema spor posteri kalın parlak kuşe kağıdı,ev & mobilya/ev/ev dekorasyon/tablo,postick,unknown,unknown,"materyal: kağıt, parça sayısı: 1, renk: çok renkli, çerçeve tipi: çerçevesiz, tema / stil: spor, color detail: v125"
ITEM_6ec6c9f75a5b,splat professional white plus diş macunu 100 ml,kozmetik & kişisel bakım/ağız bakım/diş macunu,3ecoswear,unknown,unknown,menşei: tr
ITEM_5e1e7a3034f5,"lattego tam otomatik espresso makinesi, tek dokunuşla 12 çeşit içecek, ep5443/70 745useri",elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/espresso & cappuccino makinesi,philips,unknown,unknown,"su kapasitesi: 1-2 l, priz tipi: c, model: kapsülsüz, materyal: plastik, damlama emniyeti: var, otomatik kapanma: var, garanti süresi: 2 yıl, güç (watt): 1001 - 1500 watt, öğütme ayarı: 10+, aynı anda hazırlama kapasitesi: 1, süt köpürtücü: var, otomatik kireç temizleme alarmı: var, garanti tipi: philips tr garantili, tema / stil: modern, voltaj: 220 - 240 v, frekans: 50 hz, menşei: cn, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: otomatik"
ITEM_33c247fd2c17,galaxy a23 uyumlu atatürk bayrak şeffaf silikon kılıf,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,techtree,unknown,unknown,"materyal: silikon, cep telefonu modeli: samsung galaxy a23, renk: çok renkli, uyumlu marka: samsung uyumlu, menşei: tr, color detail: renkli"
ITEM_fcf3ed4c2d06,sıgn baskılı bisiklet yaka uzun kollu pembe sweatshırt,giyim/üst giyim/sweatshirt,ltb,kadın,yetişkin,"kol tipi: uzun kol, desen: düz, kalıp: regular, yaka tipi: bisiklet yaka, kumaş tipi: örme, renk: pembe, materyal: pamuklu, kol boyu: uzun, boy: standart, yıkama talimatı: type 1, menşei: tr, color detail: pembe_14375"
ITEM_a29427bbd67c,hera dekoratif seramik vazo çiçek hediyeli - buz yeşili 24 cm,ev & mobilya/ev/ev dekorasyon/vazo,smyrna dekorasyon,unknown,unknown,"renk: yeşil, materyal: seramik, yükseklik: 11 - 30 cm, parça sayısı: 1, menşei: tr, color detail: yeşil"
ITEM_7804c0f2821a,petrol mavisi jogger paça likralı doktor hemşire forması scrubs dr greys takım (esnek kumaş),banyo yapı & hırdavat/hırdavat/iş kıyafeti,çizgi medikal,unknown,unknown,"renk: mavi, menşei: tr, kullanım alanı: doktor/hemşire kıyafetleri, yaka tipi: v yaka, yıkama talimatı: type 1, color detail: petrol mavisi"
ITEM_6eb2dab203aa,şarap kadehleri hediyelik mdf tablo,ev & mobilya/ev/ev dekorasyon/tablo,bedeko,unknown,unknown,"materyal: mdf, parça sayısı: 1, renk: çok renkli, çerçeve tipi: çerçevesiz, tema / stil: modern, color detail: çok renkli"
ITEM_e86f6f0a60e0,%100 pamuk çok amaçlı çift katlı müslin puset örtüsü & minderi,anne & bebek & çocuk/çocuk gereçleri/oto koltuğu ve aksesuarları/oto koltuğu aksesuarı,fg store,unisex,bebek,"renk: yeşil, menşei: tr, özellik: hava, color detail: yeşil"
ITEM_0efe1a5205ce,12x10 cm d model ahşap boncuklu koyu renk çift çanta sapı,aksesuar/çanta/çanta aksesuarı,angel çanta aksesuar,unisex,unknown,"renk: kahverengi, yıkama talimatı: type 4, sürdürülebilirlik detayı: hayır, menşei: tr, color detail: koyu renk"
ITEM_f2e4d75e6bd3,3 adet 5 kg taşıma kapasiteli paslanmaz çelik kaymaz taban masaya takılan çanta askısı,ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/askı,hane dostu,unknown,unknown,"materyal: metal, parça sayısı: 3, renk: metalik, color detail: metalik"
ITEM_74f40a7addd3,"6,5 oz karton bardak (3000 adet) + tahta kariştirici",ev & mobilya/ev/sofra & mutfak/sofra/bardak,yildirim paper cup,unknown,unknown,"materyal: kağıt, parça sayısı: 1 parça, renk: siyah, ürün tipi: çay bardağı, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: siyah + beyaz"
ITEM_78103fba19c9,baskılı 4 kat müslin panço el nakışı detaylı plaj desenli (4-7 yaş),giyim/bebek giyim/müslin bez,peak and sea,unknown,unknown,"materyal bileşeni: %100 pamuk, yıkama talimatı: type 1, desen: tropikal, ortam: beachwear, kumaş tipi: dokuma, koleksiyon: plaj tekstil, renk: bej, sürdürülebilirlik detayı: hayır, color detail: plaj desenli"
ITEM_a1c48bbd259c,tüy dökmeyen moda kadın kürk crop mont – kısa ve şık duruşlu ceket,giyim/dış giyim/ceket & yelek/ceket,viskosa,kadın,yetişkin,"kol tipi: standart kol, desen: düz, kalıp: regular, yaka tipi: kürklü yaka, materyal: polyester, kumaş tipi: dokuma, renk: siyah, kapama şekli: kapamasız, ürün detayı: suni kürk, cep: cepsiz, kol boyu: uzun, koleksiyon: casual / günlük, kalınlık: kalın, astar durumu: astarlı, boy: kısa, siluet: relaxed, ortam: casual/günlük, ek özellik: tüylenmez, dokuma tipi: peluş, sürdürülebilirlik detayı: evet, persona: sexy, kemer/kuşak durumu: kemersiz, ürün tipi: düz, materyal bileşeni: polyester, yıkama talimatı: 30, sezon: ilkbahar / sonbahar, menşei: tr, kutu durumu: kutu yok, color detail: siyah"
ITEM_5ef96be5395f,bfs xiaomi redmi k30 pro temperli cam ekran koruyucu,elektronik/elektronik aksesuarlar/tablet aksesuarları/tablet ekran koruyucu,rexay,unknown,unknown,"renk: çok renkli, uyumlu model: ipad air 13 inç m3, ekran boyutu (inç): 10.1, uyumlu marka: apple uyumlu, menşei: um, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: resimdeki"
ITEM_fe60821f2580,güpür dantel kenar geniş çamdibi desen 1 metre,hobi & eğlence/hobi malzemeleri/güpür,duayen,unknown,unknown,"metraj: 0-49m, renk: beyaz, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: beyaz"
ITEM_83c0420e7bdb,vie en cotton 2 adet boncuk silikon yastık 1000gr,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yastık&yastık kılıfı/yastık,cs ilkim,unknown,unknown,"boyut/ebat: 50 x 70, dış materyal: mikrofiber, dolgu materyali: silikon, renk: beyaz, özellik: hava geçirgen, ağırlık: 650 + gr, materyal bileşeni: silikon, yıkama talimatı: type 2, menşei: tr, color detail: beyaz"
ITEM_d130f742565e,seul nose pack siyah nokta ve gözenek temizleyici burun bandı 10 paket,kozmetik & kişisel bakım/cilt bakım/yüz bakım/sivilce ve siyah nokta bandı,seul kozmetik,unknown,unknown,unknown
ITEM_d95232a305b9,22 ayar kalemli ajda 15 gr altın bilezik,aksesuar/altın/yatırımlık altın bilezik,rimagold,unknown,unknown,"ayar: 22 ayar, menşei: tr, beden: 6 cm"
ITEM_401d1912bd9a,unisex güneş gözlüğü bh 6002-11 c101,aksesuar/gözlük/güneş gözlüğü,by harmony,erkek,yetişkin,"çerçeve renk: siyah, cam renk: siyah, cam materyali: polarize, renk: siyah, çerçeve materyali: kemik, cam tipi: mat, çerçeve formu: kare, çerçeve tipi: çerçeveli, materyal bileşeni: tr90 materyal bileşeni, uzun süreli kullanım için idealdir ve kolay bakım avantajları sunar., desen: düz, menşei: tr, özellik: uzun, color detail: no color"
ITEM_3db15d3af15f,çizgi çekyatlı üçlü kanepe çekyat,ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/kanepe,eymense,unknown,unknown,"materyal: ahşap, renk: pembe, gövde materyali: metal, koltuk tipi: çekyat, tasarım: modern, kumaş: polyester, fonksiyon: yataklı ve bazalı, genişlik: 210 cm, derinlik: 90 cm, oturum yumuşaklığı: orta sert, ayak malzemesi: plastik, garanti süresi: 2 yıl, ayak malzemesi rengi: siyah, stil: modern, tema / stil: modern, menşei: tr, özellik: uzun, color detail: pembe"
ITEM_54f35547abc5,new bone frezya 56 parça 12 kişilik yuvarlak yemek takımı platin,ev & mobilya/ev/sofra & mutfak/sofra/yemek takımı,emsan,unknown,unknown,"renk: beyaz, kişi sayısı: 12 kişilik, materyal: porselen, parça sayısı: 49-60, özellik: elde yıkanabilir, tema / stil: modern, şekil: yuvarlak, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: beyaz"
ITEM_667c50a6ea1c,hue iris - bakır (özel seri),elektronik/akıllı ev aletleri/akıllı aydınlatma,philips,unknown,unknown,"bluetooth: var, uygulama üzerinden kontrol: var, garanti süresi: 2 yıl, özellik: kablosuz"
ITEM_dda85749f70a,desenli pamuklu kumaş şal 75x190 cm,giyim/tesettür giyim/tesettür şal,siyane,kadın,yetişkin,"yıkama talimatı: type 1, desen: desenli, menşei: tr, materyal: pamuklu, renk: gri, color detail: gri-sarı"
ITEM_66120fdffa51,211287-001 classic turbo clog unisex sandalet siyah,ayakkabı/sandalet ve terlik/spor sandalet,crocs,unisex,yetişkin,"topuk tipi: düz topuklu, topuk boyu: kısa topuklu (1- 4 cm), renk: siyah, yıkama talimatı: type 4, ortam: sportswear, menşei: ba, color detail: siyah"
ITEM_5dfc46787622,özdilek açelya nakışlı çantalı havlu 50x90 6 lı,ev & mobilya/ev/banyo/banyo tekstili/havlu,özdilek,unknown,unknown,"materyal: pamuklu, setli/tekil: setli ürün, parça sayısı: 6, boyut/ebat: 50 x 90, renk: beyaz, havlu tipi: el havlusu, desen: nakışlı / işlemeli, yıkama talimatı: type 1, kutu durumu: kutu yok, menşei: tr, color detail: beyaz"
ITEM_162fc9cf52e1,gri salıncak beşik ahşap hop hop hamak tavana asılan beşik bebek yatağı,anne & bebek & çocuk/çocuk gereçleri/bebek salıncağı & hoppala,webburada,unknown,bebek,"taşıma kapasitesi: 9 - 18 kg, materyal: ahşap, renk: gri, garanti süresi: 1 yıl, ürün tipi: hamak, menşei: tr, özellik: yıkanabilir, color detail: gri"
ITEM_5c1a72058305,kız çocuk parlak sim detaylı uzun abiye elbise,giyim/abiye & mezuniyet elbisesi,asortix,kadın,çocuk,"materyal: tül, kumaş tipi: dokuma, kol tipi: kolsuz, kalıp: regular, desen: düz, yaka tipi: bisiklet yaka, renk: pembe, ürün tipi: düz, kol boyu: kolsuz, astar durumu: astarsız, boy: maxi, ortam: şık/gece, siluet: slim, dokuma tipi: dantel, cep: cepsiz, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, yıkama talimatı: type 2, menşei: tr, kutu durumu: kutulu, color detail: somon"
ITEM_1fe7c035d9aa,royalist kedi eye care (göz bakım) 50 ml,süpermarket/pet shop/evcil hayvan ürünleri/kedi ve köpek taşıma çantası,e life tasarım,unknown,unknown,"renk: çok renkli, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: karışık"
ITEM_437a78f1c22b,ayla 3’lü sarkit avize kristal taşli modern dekoratif aydinlatma,ev & mobilya/mobilya/elektrik & aydınlatma/avize,esslight,unknown,unknown,"materyal: kristal taş, model: modern, duy tipi: e27, ampül başlık sayısı: 3, renk: metalik, boyut/ebat: 61 x 61, yükseklik: 61 - 70 cm, kullanım alanı: salon / oturma odası, menşei: tr, özellik: ayarlanabilir, color detail: eskitme"
ITEM_238f7041c124,passamanı down jkt 1207151-6350 erkek siyah mont&ceket,giyim/spor giyim/spor mont,jack wolfskin,erkek,yetişkin,"boy / ölçü: orta, model: katlanabilir, kalıp: regular, yaka tipi: dik yaka, materyal: polyester, kumaş tipi: dokuma, renk: siyah, kapama şekli: fermuarlı, kol tipi: standart kol, desen: düz, boy: standart, siluet: basic, ortam: sportswear, yıkama talimatı: type 2, koleksiyon: sportswear, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, menşei: ad, cep: cepli, color detail: siyah"
ITEM_a7a686c27dc2,yapay lüx tırtıklı 11li erengül buketi lila,ev & mobilya/ev/ev dekorasyon/yapay & kuru çiçek,yapay çiçek deposu,unknown,unknown,"renk: mor, yükseklik: 11 - 30 cm, çiçek türü: çiçek buketi, menşei: cn, color detail: lila"
ITEM_5fd2052c65ec,siyah 4 adet araç içi tutunma kolu kılıfı şık tasarım oto aksesuar polar kumaş çırtlı,otomobil & motosiklet/otomobil/araç içi aksesuarı/torpido aksesuar,kyle xm,unknown,unknown,"menşei: tr, bakım talimatları (genel): nemli bir bezle silin."
ITEM_244d711eed5c,gk43 unisex seyahat&spor el valizi fuışya,aksesuar/çanta/valiz & bavul,by hakan,unisex,yetişkin,"deri kalitesi: parça mevcut değil, materyal: kumaş, ortam: casual, renk: pembe, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, koleksiyon: unisex, sürdürülebilirlik detayı: hayır, color detail: fuişya"
ITEM_b2d070d0d51c,24 bölmeli kutuda kum boncuk seti kendi takını aksesuarını yapma kutusu,kırtasiye & ofis malzemeleri/kırtasiye/el işi malzemesi,uniquehobby,unknown,unknown,türü: el işi kağıtları
ITEM_e82e001e89d3,döküm yuvarlak tencere. folk çap(ø) 22cm.,ev & mobilya/ev/sofra & mutfak/pişirme/tencere,lava,unknown,unknown,"renk: turuncu, boyut/ebat: 22 cm, özellik: fırında kullanılabilir, dış materyal: döküm, iç materyal: döküm, parça sayısı: 2, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., materyal: döküm, color detail: turuncu"
ITEM_671c00cb0d2b,saç dökülmesine karşı serum (%4 anagain),kozmetik & kişisel bakım/saç bakım/saç serum ve yağı,maxozone,unisex,unknown,"hacim: 0-99 ml, etki: dökülme karşıtı, saç tipi: tüm saç tipleri, menşei: tr, refill: hayır"
ITEM_b29ca5045dd2,erkek regular fit klasik kesim düğmeli yaka küçük kareli pamuklu gömlek,giyim/üst giyim/gömlek,tudors,erkek,yetişkin,"desen: ekose / kareli, kalıp: regular, yaka tipi: düğmeli yaka, kumaş tipi: belirtilmemiş, kol tipi: uzun kol, renk: çok renkli, materyal: pamuk, kapama şekli: düğmeli, ürün detayı: düğmeli, cep: cepli, kol boyu: uzun, koleksiyon: basic, boy: standart, ortam: casual/günlük, siluet: basic, ek özellik: ek özellik mevcut değil, dokuma tipi: düz dokuma, baskı/nakış tekniği: baskısız, persona: cool & comfort, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, materyal bileşeni: 57% pamuk, 43% polyester, yıkama talimatı: type 1, sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, color detail: multi4"
ITEM_35cd65a378a6,yılbaşı ofis içi hediye çekilişleri kazı kazan kartı süpriz hediyeler kazanma kartları tebrik kartı,hobi & eğlence/parti malzemeleri/yılbaşı ürünleri/yılbaşı süsü,canvela,unknown,unknown,"renk: kırmızı, menşei: tr, color detail: kırmızı"
ITEM_575d3a60fe20,ryzen 7 5700x 3.4ghz 65w 36mb am4 tray,elektronik/bilgisayar grubu/bileşenler/temel bileşenler/işlemci,amd,unknown,unknown,"l2 cache bellek: 128 mb, ürün kutusu: kutusuz, maksimum işlemci hızı (ghz): 4.3, işlemci teknolojisi: core ultra 9, soket tipi: 1851 pin, işlemci modeli: 9950x3d, işlemci çekirdek sayısı: 12+, temel işlemci hızı (ghz): 4.5+, l3 cache bellek: 32 mb, tümleşik grafik: yok, stok fan: yok, işlemci nesli: 15.nesil, menşei: cn, garanti tipi: resmi distribütör garantili"
ITEM_41e32eb1784a,58v 8ah lıon çift akülü vidalama metal ş. express seri darbeli turbo şarjlı matkap 27 parça uç setli,bahçe & elektrikli el aletleri/elektrikli el aletleri/akülü vidalama,sturdy power tools,unknown,unknown,"matkap türü: darbeli, akü kapasitesi: 6.0 ah ve üstü, akü volt: 58 volt, akü sayısı: 1, garanti süresi: 2 yıl, ürün içeriği: uç setli, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: şarjlı"
ITEM_8e49f6c91449,lacivert erkek kapüşon yaka basic kapitone mont d3wm-mnt2,giyim/dış giyim/kaban & mont/mont,discovery expedition,erkek,yetişkin,"kalıp: regular, yaka tipi: kapüşonlu, materyal: polyester, kumaş tipi: dokuma, renk: lacivert, desen: düz, ürün tipi: düz, cep: çift cepli, kol boyu: uzun, kol tipi: standart kol, astar durumu: astarsız, boy: regular, ortam: casual/günlük, siluet: şişme, teknik: kapitone, dolgu tekniği: kapitone, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, dolgu materyali: polyester, materyal bileşeni: 100% polyester, dokuma tipi: kapitone, yıkama talimatı: type 2, kutu durumu: kutulu, paket içeriği: tekli, color detail: lacivert"
ITEM_154f25b492be,cırtlı kaybolma önleyici çocuk güvenlik yürüyüş emniyet kemeri anne çocuk bağlayıcı kelepçe bileklik,anne & bebek & çocuk/çocuk gereçleri/güvenlik/koruyucu tekstil,synope,unknown,çocuk,"boyut: küçük boy, tip: koruyucu kemer, renk: yeşil, kumaş dokuması: mikrofiber, menşei: cn, yıkama talimatı: type 1, color detail: yeşil"
ITEM_ee4276677174,twingrip mafsalli pense,banyo yapı & hırdavat/hırdavat/manuel el aletleri/pense,knipex,unknown,unknown,"menşei: de, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz."
ITEM_e5319b763a9c,yes-006 parmak arası taşlı sandalet,ayakkabı/sandalet ve terlik/sandalet,madam tarz,kadın,yetişkin,"topuk tipi: belirtilmemiş, saya materyali: suni deri, taban materyali: neolit, topuk boyu: belirtilmemiş, iç taban materyali: suni deri, renk: siyah, astar materyali: suni deri, bağlama şekli: bağcıksız, sürdürülebilirlik detayı: hayır, ortam: casual/günlük, yıkama talimatı: type 4, desen: düz, menşei: tr, dış materyal: suni deri, color detail: siyah"
ITEM_d75883cc6386,"iç mekan dekoratif yunus figürü aynalı tablosu 15,7 cm x 15,3 cm - pzrcr4057-6950",ev & mobilya/ev/ev dekorasyon/tablo,pazarcraft,unknown,unknown,"materyal: belirtilmemiş, parça sayısı: 1, renk: çok renkli, çerçeve tipi: çerçevesiz, tema / stil: modern, menşei: tr, color detail: 15,7 cm x 15,3 cm"
ITEM_5bce8e3a3455,stilinizi bize bırakın | bisiklet yaka baskılı uzun kollu erkek çocuk sweatshirt,giyim/üst giyim/sweatshirt,lc waikiki,kadın,bebek & çocuk,"kol tipi: uzun kol, desen: baskılı, kalıp: belirtilmemiş, yaka tipi: bisiklet yaka, kumaş tipi: belirtilmemiş, renk: çok renkli, materyal: belirtilmemiş, kol boyu: uzun, ortam: sportswear, boy: belirtilmemiş, materyal bileşeni: 100% pamuk, yıkama talimatı: type 1, menşei: tr, color detail: canlı kırmızı"
ITEM_179e0f3c590a,"sezon sonu bambu iplikli pcardin halı maqnefique alma vakti geldi, %100 orijinal ürün",ev & mobilya/mobilya/halı / kilim/halı,turkrugs,unknown,unknown,"özellik: antibakteriyel, materyal: akrilik, tema / stil: modern, renk: yeşil, üretim şekli: makine halısı, taban: dokuma taban, şekil: dikdörtgen, hav yüksekliği: orta (6 - 12 mm), kullanım alanı: salon / oturma odası, saçak tipi: düz saçak, menşei: tr, yıkama talimatı: yıkanabilir, color detail: yeşil"
ITEM_61fbaa6034f5,crea halı viyora vy08k,ev & mobilya/mobilya/halı / kilim/halı,crea halı,unknown,unknown,"özellik: antialerjik, materyal: akrilik, tema / stil: modern, renk: çok renkli, üretim şekli: makine halısı, taban: dokuma taban, şekil: dikdörtgen, hav yüksekliği: orta (6 - 12 mm), saçak tipi: düz saçak, menşei: tr, color detail: renkl,"
ITEM_3ac1ddfd1512,honda civic fc5 araçlara uyumlu tam takım özel tasarım oto koltuk kılıfı seti afk159,otomobil & motosiklet/otomobil/araç içi aksesuarı/oto koltuk kılıf & minder/oto koltuk kılıfı,z&c maxtech,unknown,unknown,"materyal: tekstil, araç marka ve model: honda civic, menşei: tr, renk: siyah, yıkama talimatı: type 1, color detail: siyah-kırmızı"
ITEM_d3d888be5f70,15 kg hobi epoksi speed/ hızlı kuruma/ ultra şeffaf ve parlak epoksi reçine ince döküm yoğun kıvam,kırtasiye & ofis malzemeleri/kırtasiye/boya malzemesi,power time epoxy,unknown,unknown,"tip: guaj boyalar, renk: turuncu, menşei: tr, color detail: şeffaf speed"
ITEM_0a2797d717cd,mi 13 lite kılıf el tutamaçlı kamera korumalı vrdr taka silikon kapak - mor,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,vardar aksesuar,unknown,unknown,"materyal: silikon, cep telefonu modeli: xiaomi mi 13 lite, renk: mor, uyumlu marka: xiaomi uyumlu, menşei: cn, color detail: mor"
ITEM_d7fb3ac978ab,saıler-4 sneakers erkek spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,lescon,erkek,yetişkin,"dış materyal: suni deri, bağlama şekli: bağcıklı, renk: beyaz, materyal: suni deri, saya materyali: tekstil, astar materyali: tekstil, iç taban materyali: tekstil, taban materyali: kauçuk, topuk boyu: kısa topuklu (1- 4 cm), sürdürülebilirlik detayı: hayır, topuk tipi: düz topuklu, materyal bileşeni: 100% sentetik, ortam: sportswear, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, menşei: cn, color detail: beyaz"
ITEM_3547765a3cf8,1 adet bambu oval sunum ve servis tepsisi - ahşap tepsi - yağdanlık altlığı-stant,ev & mobilya/ev/sofra & mutfak/sofra/tepsi,himmetoğlu,unknown,unknown,"materyal: bambu, renk: kahverengi, boyut/ebat: 23 x 13, parça sayısı: 1, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: bambu"
ITEM_7fe2fe056ae2,peluş örgü atkı şal,aksesuar/atkı & bere & eldiven/atkı,alm,unisex,yetişkin,"desen: düz, kumaş tipi: dokuma, materyal: mikrofiber, yaş: tüm yaş grupları, renk: yeşil, ürün detayı: ponponlu, materyal bileşeni: 100% yün, yıkama talimatı: 1- 30°'de soğuk suyla yıkayın 2- yıkama sıvısı veya yumuşatıcı sıvı ile yıkanmalıdır. 3- açık havaya koyarak veya saç kurutma makinesi ile kurutunuz., menşei: tr, sezon: tüm sezonlar, color detail: yeşil"
ITEM_7733042f8b91,"28mm kırmızı yassı model çatlak buzlu akrilik boncuk,takı,çanta boncuğu (100gr,~20 adet)",hobi & eğlence/hobi malzemeleri/boncuk,hedef bijuteri,unknown,unknown,"diğer özellikler: her türlü aksesuar ve takı yapımına uygundur, menşei: cn, bakım talimatları (genel): gıda ile temas için uygun değildir."
ITEM_c0c1c6346a3a,koruyucu tulum giy! uyarı levhası sac 35x50 cm,banyo yapı & hırdavat/hırdavat/iş güvenlik ürünleri/uyarı ve yönlendirme levhası,bbo reklam,unknown,unknown,"menşei: tr, bakım talimatları (genel): nemli bir bezle silin."
ITEM_13f3b103e5c0,tekerlekli sandalye kurabiye kalıbı şekillendirici kopat,süpermarket/gıda & içecek/kuru gıda/tatlı yapım malzemesi/diğer tatlı yapım malzemesi,butedo,unknown,unknown,menşei: tr
ITEM_b0ff18b70ea3,aqualuna emaye tepsi 31 cm mavi,ev & mobilya/ev/sofra & mutfak/sofra/tepsi,english home,unknown,unknown,"materyal: emaye, renk: ekru, boyut/ebat: 31 x 36, parça sayısı: 1, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: mavi"
ITEM_e4eb26397815,"salata kasesi-2800 ml & 27,3 x 30 x 12.5 cm/ gri-1 adet",ev & mobilya/ev/sofra & mutfak/sofra/kase,hobby life,unknown,unknown,"parça sayısı: 1, hacim: 2,9 l, ürün tipi: salata kasesi, renk: gri, menşei: tr, materyal: plastik, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: gri"
ITEM_716a739b33b4,green garden mat altın yaldızlı 6 kişilik çiçek desenli porselen çukur yemek tabağı takımı,ev & mobilya/ev/sofra & mutfak/sofra/tabak,tulü porselen,unknown,unknown,"materyal: porselen, renk: beyaz, tema / stil: çiçekli, şekil: oval, ürün tipi: çukur tabak, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: beyazz"
ITEM_7a298abada53,oppo reno 5 lite kılıf hd baskılı kılıf - stay strong,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,mrciletisim,unknown,unknown,"materyal: silikon, cep telefonu modeli: oppo reno 5 lite, renk: çok renkli, uyumlu marka: oppo uyumlu, menşei: tr, color detail: no-color-449"
ITEM_34e718bdc3d2,"flüt kuğu duvar üstü ledli aplik krom renk, gün işığı",ev & mobilya/mobilya/elektrik & aydınlatma/aplik,sunlight,unknown,unknown,"duy tipi: e27, renk: bej, materyal: krom, ampül başlık sayısı: 1, model: ledli, özellik: uzun, color detail: krom"
ITEM_7795219b7885,kaliteli 5 fonksiyonlu büyük boy krom duş başlığı 150cm örgülü hortumlu mafsallı duş seti,banyo yapı & hırdavat/banyo yapı malzemeleri/duş sistemi,plodna house,unknown,unknown,"tip: duş seti, renk: gri, materyal: plastik, menşei: cn, özellik: fonksiyonlu, ürün güvenliği bilgisi: tehlikeli değil, color detail: 6999"
